Port_Key,Port_Name,Country_Key
8508,Port of Luanda,149
8509,"Port of Makassar, Makassar",149
8510,Port of Marghera,149
8511,Port of Mazatlan,149
8512,Port of Mersin,149
8513,"Port of Mobile, Alabama",149
8514,Port of Mombasa,149
8515,Port of Montevideo,149
8516,Port of Montreal,149
8517,Port of Mundra,149
8518,Port of Muuga,149
8519,Port of Nacala,149
8520,Port of Namibe,149
8521,Port of Nanaimo,149
8522,"Port of New Orleans, Louisiana",149
8523,Port of Ngqura,149
8524,Port of Nhava Sheva (Jawaharlal Nehru Port),149
8525,Port of Novorossiysk,149
8526,Port of Odesa,149
8527,Port of Oslo,149
8528,Port of Palermo,149
8529,Port of Pangaon,149
8530,Port of Paramaribo,149
8531,"Port of Piraeus, Athens",149
8532,Port of Pori,149
8533,Port of Port Elizabeth,149
8534,"Port of Port Lavaca, Texas",149
8535,Port of Quequen,149
8536,Port of Rauma,149
8537,Port of Richards Bay,149
8538,Port of Rijeka,149
8539,Port of Saint Petersburg,149
8540,Port of Salerno,149
8541,Port of Samsun,149
8542,Port of San Antonio,149
8543,"Port of San Juan, Puerto Rico",149
8544,Port of Santa Fe,149
8545,Port of Santa Marta,149
8546,Port of Santos,149
8547,"Port of Savannah, Georgia",149
8548,"Port of Seattle, Washington",149
8549,Port of Shanghai,149
8550,"Port of Sines, Sines",149
8551,Port of Singapore,149
8552,Port of Southampton,149
8553,Port of Split - Adriatic Gate Container Terminal,149
8554,Port of Taichung,149
8555,Port of Tallinn,149
8556,"Port of Tanjung Mas, Semarang",149
8557,"Port of Tanjung Perak, Surabaya",149
8558,Port of Taranto,149
8559,Port of Tarragona,149
8560,Port of TekirdaÄŸ,149
8561,Port of Thessaloniki,149
8562,Port of Tianjin,149
8563,"Port of Tilbury, London",149
8564,"Port of Tincan, Lagos",149
8565,Port of Tokyo,149
8566,Port of Tripoli,149
8567,"Port of Trisakti, Banjarmasin",149
8568,Port of Tuticorin (V. O. Chidambaranar Port),149
8569,Port of Valencia,149
8570,Port of Valletta,149
8571,Port of Vigo,149
8572,Port of Vitoria,149
8573,Port of Vizhinjam (Vizhinjam International Seaport),149
8574,"Port of Wilmington, North Carolina",149
8575,Port of Yalova,149
8576,Port of Yingkou,149
8577,Port of Yokohama,149
8578,Port of Zeebrugge,149
8579,Port Qasim,149
8580,Port Said - West Port,149
8581,Ports of Auckland,149
8582,Ports of Stockholm,149
8583,Portsmouth,149
8584,Qasim International container terminal,149
8585,Rheinhafengesellschaft Weil am Rhein mbH,149
8586,Riyadh Dry Port,149
8587,"Royal Portbury Dock, Bristol",149
8588,Saigon Port,149
8589,Sapangar Container Port,149
8590,"Seaforth Dock, Liverpool",149
8591,"Semayang Harbor, Balikpapan",149
8592,SOHAR Port,149
8593,Sokhna,149
8594,South Asia Pakistan terminals,149
8595,Tanger-Med,149
8596,"Tenau Port, Kupang",149
8597,"Wilmington Marine Terminal, Delaware",149
8598,Aalborg,150
8599,Aarhus,150
8600,Agadir Port,150
8601,"APM Terminals, Portsmouth, Virginia",150
8602,"CentrePort Wellington, Wellington Harbour",150
8603,Copenhagen MalmÃ¶ Port,150
8604,DCT GdaÅ„sk,150
8605,Dublin Port,150
8606,El-Dekhila,150
8607,Fujairah Port,150
8608,Grangemouth,150
8609,Hai Phong,150
8610,"Howland Hook Marine Terminal, Staten Island, New York",150
8611,Jebel Ali,150
8612,Kaliningrad Sea Commercial Port,150
8613,Karachi International container terminal,150
8614,Karachi Port,150
8615,"King Abdul Aziz Sea Port, Dammam",150
8616,"Kingston Container Terminal (Port of Kingston), Kingston",150
8617,Marseille-Fos Port,150
8618,Muscat,150
8619,Napier Port,150
8620,"Newport News Marine Terminal, Newport News, Virginia",150
8621,PAKISTAN INTERNATIONAL BULK TERMINAL LIMITED,150
8622,Pakistan International Container Terminal,150
8623,PEARL TCDT,150
8624,Port Botany,150
8625,"Port Everglades, Florida",150
8626,"Port Jersey Marine Terminal, Jersey City, New Jersey",150
8627,Port Klang,150
8628,Port Metro Vancouver,150
8629,"Port Newark-Elizabeth Marine Terminal, New Jersey",150
8630,Port of Ä°skenderun,150
8631,Port of Adelaide,150
8632,"Port of AlcÃ¢ntara, Lisbon",150
8633,Port of Alexandroupoli,150
8634,Port of Algeciras,150
8635,Port of Altamira,150
8636,Port of Amsterdam,150
8637,"Port of Anchorage, Alaska",150
8638,Port of Antalya,150
8639,Port of Antwerp,150
8640,Port of Aqaba,150
8641,Port of Ashdod,150
8642,Port of Balboa,150
8643,Port of Bandar-Abbas,150
8644,Port of Bandar-kohemini,150
8645,Port of Bar,150
8646,Port of Barcelona,150
8647,"Port of Barranquilla, Cartagena",150
8648,Port of Beira,150
8649,Port of Beirut,150
8650,"Port of Belawan, Medan",150
8651,Port of Belfast,150
8652,Port of Bergen,150
8653,Port of Bilbao,150
8654,"Port of Boston, Massachusetts",150
8655,Port of Bremen/Bremerhaven,150
8656,Port of Buenos Aires,150
8657,Port of Busan,150
8658,Port of Cabinda,150
8659,"Port of Callao, Lima",150
8660,Port of Centro,150
8661,Port of Chennai,150
8662,"Port of Cirebon, Cirebon",150
8663,Port of Colombo,150
8664,Port of ConstanÅ£a,150
8665,"Port of CristÃ³bal, ColÃ³n",150
8666,Port of Dakar,150
8667,Port of Dalian,150
8668,Port of Djen Djen,150
8669,Port of Djibouti,150
8670,Port of Dock Sud,150
8671,Port of Durban,150
8672,Port of Durres,150
8673,Port of East London,150
8674,Port of Ensenada,150
8675,Port of Fremantle,150
8676,Port of Fukuoka,150
8677,Port of Fukuyama,150
8678,"Port of Galveston, Texas",150
8679,"Port of Gemlik, Gemlik",150
8680,Port of Germersheim,150
8681,Port of Gioia Tauro,150
8682,Port of Gothenburg,150
8683,Port of Haifa,150
8684,Port of Haldia,150
8685,Port of Halifax,150
8686,Port of Hamburg,150
8687,Port of Hamina-Kotka,150
8688,Port of Heraklion,150
8689,Port of Hong Kong,150
8690,"Port of Honolulu, Hawaii",150
8691,"Port of Hueneme, California",150
8692,Port of Ilo,150
8693,Port of Iquique,150
8694,Port of Istanbul,150
8695,Port of Izmit,150
8696,Port of Jubail (King Fahad Industrial Port),150
8697,Port of Khor Fakkan,150
8698,Port of Kobe,150
8699,Port of Kocaeli,150
8700,Port of Kolkata (Syama Prasad Mookerjee Port),150
8701,Port of Koper,150
8702,Port of La Plata,150
8703,Port of Laem Chabang,150
8704,Port of Las Palmas,150
8705,Port of Latakia,150
8706,Port of Le Havre,150
8707,"Port of LeixÃµes, Porto",150
8708,Port of Lirquen,150
8709,Port of Livorno/Leghorn,150
8710,Port of Lobito,150
8711,"Port of Long Beach, California",150
8712,Port of Manila,150
8713,Port of Manzanillo,150
8714,Port of Matarani,150
8715,Port of Melbourne,150
8716,Port of Mersin,150
8717,"Port of Mobile, Alabama",150
8718,Port of Mombasa,150
8719,Port of Montevideo,150
8720,Port of Morelos,150
8721,Port of Nagoya,150
8722,Port of Ngqura,150
8723,Port of Novorossiysk,150
8724,"Port of Oakland, California",150
8725,Port of Osaka,150
8726,Port of ParanaguÃ¡,150
8727,"Port of Piraeus, Athens",150
8728,Port of PloÄ?e,150
8729,"Port of Port Lavaca, Texas",150
8730,Port of Prince Rupert,150
8731,Port of Progreso,150
8732,Port of Rijeka,150
8733,Port of Rio de Janeiro,150
8734,Port of Rio Haina (Haina Occidental Port),150
8735,Port of Salerno,150
8736,"Port of San Juan, Puerto Rico",150
8737,Port of Santa Fe,150
8738,Port of Santa Marta,150
8739,"Port of SetÃºbal, Setubal",150
8740,Port of Shanghai,150
8741,"Port of Sines, Sines",150
8742,Port of Singapore,150
8743,Port of Southampton,150
8744,Port of Sudan,150
8745,Port of Suzhou,150
8746,Port of Talcahuano,150
8747,"Port of Tampa, Florida",150
8748,"Port of Tanjung Mas, Semarang",150
8749,"Port of Tanjung Priok, Jakarta",150
8750,Port of Tarragona,150
8751,Port of Tartus,150
8752,Port of Tauranga,150
8753,Port of Thessaloniki,150
8754,"Port of Tilbury, London",150
8755,Port of Tokyo,150
8756,Port of Tripoli,150
8757,"Port of Trisakti, Banjarmasin",150
8758,Port of Tuticorin (V. O. Chidambaranar Port),150
8759,Port of Valencia,150
8760,Port of Valparaiso,150
8761,Port of Veracruz,150
8762,Port of Visakhapatnam,150
8763,Port of Vitoria,150
8764,"Port of Vladivostok, Free port of Vladivostok",150
8765,Port of Volos,150
8766,"Port of Wilmington, North Carolina",150
8767,Port of Xiamen,150
8768,Port of Yantai,150
8769,Port of Yingkou,150
8770,Port of Yokohama,150
8771,Port of Zeebrugge,150
8772,Port Said - East Terminal,150
8773,"PortMiami, Miami, Florida",150
8774,Ports of Auckland,150
8775,Ports of Bahia Blanca,150
8776,Portsmouth,150
8777,Qasim Freight Station,150
8778,"Red Hook Marine Terminal, Brooklyn, New York",150
8779,Riyadh Dry Port,150
8780,Saigon Port,150
8781,Sapangar Container Port,150
8782,"Semayang Harbor, Balikpapan",150
8783,SOHAR Port,150
8784,Tanger-Med,150
8785,"Tenau Port, Kupang",150
8786,Toamasina Autonomous Port,150
8787,"Virginia Inland Port, Front Royal, Virginia",150
8788,Aalborg,155
8789,Aarhus,155
8790,Abu Dhabi,155
8791,Agadir Port,155
8792,"APM Terminals, Portsmouth, Virginia",155
8793,"Bayport Terminal, Houston, Texas",155
8794,"CentrePort Wellington, Wellington Harbour",155
8795,Da Nang,155
8796,Damietta,155
8797,Dublin Port,155
8798,Fredericia,155
8799,Freeport of Riga,155
8800,Havana Harbor,155
8801,"Helen Delich Bentley Port of Baltimore, Maryland",155
8802,"Howland Hook Marine Terminal, Staten Island, New York",155
8803,Jebel Ali,155
8804,Kalundborg,155
8805,Karachi Port,155
8806,"King Abdul Aziz Sea Port, Dammam",155
8807,"Malta Freeport, Birzebbuga",155
8808,Manzanillo International Terminal,155
8809,Multimodal Caucedo Port,155
8810,Muscat,155
8811,"Newport News Marine Terminal, Newport News, Virginia",155
8812,Pakistan International Container Terminal,155
8813,Penang Port,155
8814,Port Botany,155
8815,"Port Everglades, Florida",155
8816,Port Klang,155
8817,Port Metro Vancouver,155
8818,Port Nelson,155
8819,"Port Newark-Elizabeth Marine Terminal, New Jersey",155
8820,Port of Ä°zmir,155
8821,Port of Algeciras,155
8822,Port of Altamira,155
8823,Port of AmbarlÄ±,155
8824,Port of Amboim,155
8825,Port of Amsterdam,155
8826,"Port of Anchorage, Alaska",155
8827,Port of Antalya,155
8828,Port of Antofagasta,155
8829,Port of Antwerp,155
8830,Port of Aqaba,155
8831,"Port of Arica, Arica",155
8832,Port of Ashdod,155
8833,Port of Balboa,155
8834,Port of Bangkok,155
8835,Port of Bar,155
8836,"Port of Barranquilla, Cartagena",155
8837,Port of Beira,155
8838,"Port of Belawan, Medan",155
8839,Port of Belfast,155
8840,"Port of Boston, Massachusetts",155
8841,Port of Bremen/Bremerhaven,155
8842,Port of Buenaventura,155
8843,Port of Buenos Aires,155
8844,Port of Busan,155
8845,Port of Cabinda,155
8846,Port of Centro,155
8847,"Port of Charleston, South Carolina",155
8848,Port of Chennai,155
8849,Port of Chittagong,155
8850,Port of Civitavecchia,155
8851,Port of Colombo,155
8852,Port of Cork,155
8853,Port of Coronel,155
8854,Port of Djibouti,155
8855,Port of Dubai,155
8856,Port of Durban,155
8857,Port of Durres,155
8858,Port of East London,155
8859,Port of Eilat,155
8860,Port of Fremantle,155
8861,Port of Gdynia,155
8862,Port of Genoa,155
8863,Port of Germersheim,155
8864,Port of Gioia Tauro,155
8865,Port of Guangzhou,155
8866,Port of Haifa,155
8867,Port of Hamburg,155
8868,Port of Hazira,155
8869,Port of Helsinki,155
8870,Port of Hiroshima,155
8871,"Port of Honolulu, Hawaii",155
8872,Port of Immingham,155
8873,Port of Kavala,155
8874,Port of Keelung,155
8875,Port of Khor Fakkan,155
8876,Port of KlaipÄ—da,155
8877,Port of Kobe,155
8878,Port of Kochi,155
8879,Port of Kolkata (Syama Prasad Mookerjee Port),155
8880,Port of Kollam,155
8881,Port of Koper,155
8882,Port of La Plata,155
8883,Port of La Spezia,155
8884,"Port of LeixÃµes, Porto",155
8885,Port of Lianyungang,155
8886,"Port of Los Angeles, California",155
8887,"Port of Makassar, Makassar",155
8888,Port of Marghera,155
8889,Port of Matarani,155
8890,Port of Mazatlan,155
8891,Port of Melbourne,155
8892,"Port of Mobile, Alabama",155
8893,Port of Montevideo,155
8894,Port of Mundra,155
8895,Port of Namibe,155
8896,Port of Ngqura,155
8897,Port of Ningbo,155
8898,"Port of Oakland, California",155
8899,Port of Paramaribo,155
8900,Port of ParanaguÃ¡,155
8901,Port of Pipavav,155
8902,"Port of Piraeus, Athens",155
8903,Port of PloÄ?e,155
8904,Port of Pori,155
8905,"Port of Port Lavaca, Texas",155
8906,Port of Prince Rupert,155
8907,Port of Quequen,155
8908,Port of Rauma,155
8909,Port of Rijeka,155
8910,Port of Rotterdam,155
8911,Port of Salalah,155
8912,Port of Samsun,155
8913,"Port of San Juan, Puerto Rico",155
8914,"Port of Savannah, Georgia",155
8915,"Port of Seattle, Washington",155
8916,"Port of Sines, Sines",155
8917,Port of Singapore,155
8918,Port of Soyo,155
8919,Port of Split - Adriatic Gate Container Terminal,155
8920,Port of Suzhou,155
8921,Port of Talcahuano,155
8922,"Port of Tampa, Florida",155
8923,"Port of Tanjung Mas, Semarang",155
8924,"Port of Tanjung Priok, Jakarta",155
8925,Port of TekirdaÄŸ,155
8926,Port of Thessaloniki,155
8927,Port of Tripoli,155
8928,Port of Valencia,155
8929,Port of Veracruz,155
8930,Port of Visakhapatnam,155
8931,Port of Vizhinjam (Vizhinjam International Seaport),155
8932,Port of Yalova,155
8933,Port of Yantai,155
8934,Port Qasim,155
8935,Ports of Auckland,155
8936,Ports of Bahia Blanca,155
8937,Portsmouth,155
8938,Qasim Freight Station,155
8939,"Royal Portbury Dock, Bristol",155
8940,"Seaforth Dock, Liverpool",155
8941,"Semayang Harbor, Balikpapan",155
8942,SOHAR Port,155
8943,Sokhna,155
8944,South Asia Pakistan terminals,155
8945,"Tenau Port, Kupang",155
8946,"Virginia Inland Port, Front Royal, Virginia",155
8947,"Vostochny Port, Vrangel",155
8948,"Wilmington Marine Terminal, Delaware",155
8949,Aalborg,157
8950,Aarhus,157
8951,Abu Dhabi,157
8952,Agadir Port,157
8953,Alexandria Port,157
8954,"APM Terminals, Portsmouth, Virginia",157
8955,"Bayport Terminal, Houston, Texas",157
8956,Casablanca Port,157
8957,Cayenne (French Guiana),157
8958,"CentrePort Wellington, Wellington Harbour",157
8959,Copenhagen MalmÃ¶ Port,157
8960,Da Nang,157
8961,Damietta,157
8962,Dublin Port,157
8963,"Dwikora Harbour, Pontianak",157
8964,El-Dekhila,157
8965,Fredericia,157
8966,Freeport of Riga,157
8967,Fujairah Port,157
8968,Grangemouth,157
8969,Gwader Port,157
8970,Hai Phong,157
8971,Havana Harbor,157
8972,"Helen Delich Bentley Port of Baltimore, Maryland",157
8973,"Howland Hook Marine Terminal, Staten Island, New York",157
8974,Jebel Ali,157
8975,Jeddah Seaport,157
8976,Kaliningrad Sea Commercial Port,157
8977,Kalundborg,157
8978,Karachi International container terminal,157
8979,Karachi Port,157
8980,"King Abdul Aziz Sea Port, Dammam",157
8981,"Kingston Container Terminal (Port of Kingston), Kingston",157
8982,LÃ¼beck Hafen-Gesellschaft,157
8983,London Gateway,157
8984,London Thamesport,157
8985,Louisiana International Gulf Transfer Terminal Regional Center,157
8986,"Lyttleton Port, Lyttleton",157
8987,"Malta Freeport, Birzebbuga",157
8988,Manzanillo International Terminal,157
8989,Marseille-Fos Port,157
8990,Multimodal Caucedo Port,157
8991,Nantes â€“ Saint Nazaire Port,157
8992,Napier Port,157
8993,"Newport News Marine Terminal, Newport News, Virginia",157
8994,"Norfolk International Terminals, Norfolk, Virginia",157
8995,PAKISTAN INTERNATIONAL BULK TERMINAL LIMITED,157
8996,Pakistan International Container Terminal,157
8997,PEARL TCDT,157
8998,Penang Port,157
8999,Port Botany,157
9000,"Port Chalmers, Dunedin",157
9001,"Port Everglades, Florida",157
9002,"Port Jersey Marine Terminal, Jersey City, New Jersey",157
9003,Port Metro Vancouver,157
9004,Port Nelson,157
9005,"Port Newark-Elizabeth Marine Terminal, New Jersey",157
9006,Port of Ä°skenderun,157
9007,Port of Ä°zmir,157
9008,Port of Adelaide,157
9009,"Port of AlcÃ¢ntara, Lisbon",157
9010,Port of Alexandroupoli,157
9011,Port of Algeciras,157
9012,Port of AliaÄŸa,157
9013,Port of Altamira,157
9014,Port of AmbarlÄ±,157
9015,Port of Amboim,157
9016,Port of Amsterdam,157
9017,"Port of Anchorage, Alaska",157
9018,Port of Antalya,157
9019,Port of Antofagasta,157
9020,Port of Antwerp,157
9021,"Port of Apapa, Lagos",157
9022,Port of Aqaba,157
9023,"Port of Arica, Arica",157
9024,Port of Ashdod,157
9025,Port of Balboa,157
9026,Port of Bandar-Abbas,157
9027,Port of Bandar-kohemini,157
9028,Port of Bangkok,157
9029,Port of Bar,157
9030,Port of Barcelona,157
9031,Port of Beirut,157
9032,"Port of Belawan, Medan",157
9033,Port of Belfast,157
9034,Port of Bergen,157
9035,"Port of Boston, Massachusetts",157
9036,Port of Bremen/Bremerhaven,157
9037,Port of Brisbane,157
9038,Port of Buenaventura,157
9039,Port of Buenos Aires,157
9040,Port of Busan,157
9041,Port of Cabinda,157
9042,"Port of Callao, Lima",157
9043,Port of Cape Town,157
9044,Port of Centro,157
9045,"Port of Charleston, South Carolina",157
9046,Port of Chennai,157
9047,Port of Colombo,157
9048,Port of ConstanÅ£a,157
9049,Port of Cork,157
9050,Port of Coronel,157
9051,Port of Dalian,157
9052,Port of Dar Es Salaam,157
9053,Port of Djen Djen,157
9054,Port of Djibouti,157
9055,Port of Dock Sud,157
9056,Port of Dubai,157
9057,Port of Dunkirk,157
9058,Port of Durres,157
9059,Port of East London,157
9060,Port of Ensenada,157
9061,Port of Felixstowe,157
9062,Port of Foshan,157
9063,Port of Fukuoka,157
9064,"Port of Galveston, Texas",157
9065,Port of Gdynia,157
9066,"Port of Gemlik, Gemlik",157
9067,Port of Germersheim,157
9068,Port of Gioia Tauro,157
9069,Port of Gothenburg,157
9070,Port of Guangzhou,157
9071,Port of Haifa,157
9072,Port of Haldia,157
9073,Port of Halifax,157
9074,Port of Hamad,157
9075,Port of Hamburg,157
9076,Port of Hamina-Kotka,157
9077,Port of Hazira,157
9078,Port of Helsinki,157
9079,Port of Heraklion,157
9080,Port of Hiroshima,157
9081,Port of Hong Kong,157
9082,"Port of Honolulu, Hawaii",157
9083,"Port of Hueneme, California",157
9084,Port of Ilo,157
9085,Port of Immingham,157
9086,Port of Incheon,157
9087,Port of Izmit,157
9088,Port of Jubail (King Fahad Industrial Port),157
9089,Port of Kakinada,157
9090,Port of Kaohsiung,157
9091,Port of Keelung,157
9092,Port of Khor Fakkan,157
9093,Port of Kobe,157
9094,Port of Kocaeli,157
9095,Port of Kochi,157
9096,Port of Kolkata (Syama Prasad Mookerjee Port),157
9097,Port of Kollam,157
9098,Port of Koper,157
9099,Port of Krishnapatnam,157
9100,Port of La Plata,157
9101,Port of La Spezia,157
9102,Port of LÃ¡zaro CÃ¡rdenas,157
9103,Port of Laem Chabang,157
9104,Port of Las Palmas,157
9105,Port of Le Havre,157
9106,Port of Lianyungang,157
9107,Port of Limassol,157
9108,Port of Livorno/Leghorn,157
9109,Port of Lobito,157
9110,"Port of Long Beach, California",157
9111,"Port of Los Angeles, California",157
9112,Port of Luanda,157
9113,"Port of Makassar, Makassar",157
9114,Port of Manila,157
9115,Port of Manzanillo,157
9116,Port of Maputo,157
9117,Port of Marghera,157
9118,Port of Matarani,157
9119,Port of Melbourne,157
9120,"Port of Mobile, Alabama",157
9121,Port of Mombasa,157
9122,Port of Montevideo,157
9123,Port of Montreal,157
9124,Port of Morelos,157
9125,Port of Mundra,157
9126,Port of Muuga,157
9127,Port of Nacala,157
9128,Port of Nagoya,157
9129,Port of Nanaimo,157
9130,Port of Naples,157
9131,"Port of New Orleans, Louisiana",157
9132,Port of Ngqura,157
9133,Port of Nhava Sheva (Jawaharlal Nehru Port),157
9134,Port of Ningbo,157
9135,"Port of Oakland, California",157
9136,Port of Odesa,157
9137,Port of Osaka,157
9138,Port of Oslo,157
9139,Port of Palermo,157
9140,Port of Pangaon,157
9141,Port of Paramaribo,157
9142,Port of ParanaguÃ¡,157
9143,Port of Pipavav,157
9144,"Port of Piraeus, Athens",157
9145,Port of PloÄ?e,157
9146,Port of Pori,157
9147,Port of Port Elizabeth,157
9148,"Port of Port Lavaca, Texas",157
9149,Port of Prince Rupert,157
9150,Port of Progreso,157
9151,Port of Qingdao,157
9152,Port of Quequen,157
9153,Port of Rauma,157
9154,Port of Richards Bay,157
9155,Port of Rijeka,157
9156,Port of Rio de Janeiro,157
9157,Port of Rio Haina (Haina Occidental Port),157
9158,Port of Rotterdam,157
9159,Port of Saint John,157
9160,Port of Saint Petersburg,157
9161,Port of Salalah,157
9162,Port of Samsun,157
9163,"Port of San Juan, Puerto Rico",157
9164,Port of Santa Fe,157
9165,Port of Santa Marta,157
9166,Port of Santos,157
9167,"Port of Savannah, Georgia",157
9168,"Port of Seattle, Washington",157
9169,Port of Sepetiba,157
9170,Port of Shanghai,157
9171,Port of Shenzhen,157
9172,"Port of Sines, Sines",157
9173,Port of Singapore,157
9174,Port of Southampton,157
9175,Port of Split - Adriatic Gate Container Terminal,157
9176,Port of Split - Rijeka Gateway,157
9177,Port of Sudan,157
9178,Port of Suzhou,157
9179,"Port of Tacoma, Washington",157
9180,Port of Talcahuano,157
9181,Port of Tallinn,157
9182,"Port of Tampa, Florida",157
9183,"Port of Tanjung Mas, Semarang",157
9184,Port of Tanjung Pelepas,157
9185,"Port of Tanjung Perak, Surabaya",157
9186,"Port of Tanjung Priok, Jakarta",157
9187,Port of Taranto,157
9188,Port of Tarragona,157
9189,Port of Tartus,157
9190,Port of Tauranga,157
9191,Port of TekirdaÄŸ,157
9192,Port of Thessaloniki,157
9193,Port of Tianjin,157
9194,"Port of Tilbury, London",157
9195,"Port of Tincan, Lagos",157
9196,Port of Tokyo,157
9197,Port of Trieste,157
9198,"Port of Trisakti, Banjarmasin",157
9199,Port of Tuticorin (V. O. Chidambaranar Port),157
9200,Port of Valencia,157
9201,Port of Valletta,157
9202,Port of Valparaiso,157
9203,Port of Veracruz,157
9204,Port of Vigo,157
9205,Port of Vitoria,157
9206,Port of Vizhinjam (Vizhinjam International Seaport),157
9207,"Port of Vladivostok, Free port of Vladivostok",157
9208,Port of Volos,157
9209,"Port of Wilmington, North Carolina",157
9210,Port of Xiamen,157
9211,Port of Yalova,157
9212,Port of Yantai,157
9213,Port of Yingkou,157
9214,Port of Zeebrugge,157
9215,Port Qasim,157
9216,Port Said - East Terminal,157
9217,Port Said - West Port,157
9218,Ports of Auckland,157
9219,Ports of Bahia Blanca,157
9220,Ports of Stockholm,157
9221,Portsmouth,157
9222,Qasim Freight Station,157
9223,Qasim International container terminal,157
9224,"Red Hook Marine Terminal, Brooklyn, New York",157
9225,Rheinhafengesellschaft Weil am Rhein mbH,157
9226,Riyadh Dry Port,157
9227,"Royal Portbury Dock, Bristol",157
9228,Saigon Port,157
9229,Sapangar Container Port,157
9230,"Seaforth Dock, Liverpool",157
9231,"Semayang Harbor, Balikpapan",157
9232,SOHAR Port,157
9233,Sokhna,157
9234,South Asia Pakistan terminals,157
9235,Tanger-Med,157
9236,"Tenau Port, Kupang",157
9237,Toamasina Autonomous Port,157
9238,"Virginia Inland Port, Front Royal, Virginia",157
9239,"Vostochny Port, Vrangel",157
9240,Aarhus,160
9241,Abu Dhabi,160
9242,Alexandria Port,160
9243,"CentrePort Wellington, Wellington Harbour",160
9244,Copenhagen MalmÃ¶ Port,160
9245,DCT GdaÅ„sk,160
9246,El-Dekhila,160
9247,Fujairah Port,160
9248,Grangemouth,160
9249,Gwader Port,160
9250,Havana Harbor,160
9251,"Helen Delich Bentley Port of Baltimore, Maryland",160
9252,"Howland Hook Marine Terminal, Staten Island, New York",160
9253,Kaliningrad Sea Commercial Port,160
9254,Karachi International container terminal,160
9255,"King Abdul Aziz Sea Port, Dammam",160
9256,LÃ¼beck Hafen-Gesellschaft,160
9257,London Gateway,160
9258,London Thamesport,160
9259,Muscat,160
9260,Nantes â€“ Saint Nazaire Port,160
9261,Napier Port,160
9262,"Newport News Marine Terminal, Newport News, Virginia",160
9263,"Norfolk International Terminals, Norfolk, Virginia",160
9264,PEARL TCDT,160
9265,"Port Everglades, Florida",160
9266,"Port Jersey Marine Terminal, Jersey City, New Jersey",160
9267,Port Klang,160
9268,Port Metro Vancouver,160
9269,Port of Ä°skenderun,160
9270,"Port of AlcÃ¢ntara, Lisbon",160
9271,Port of Alexandroupoli,160
9272,Port of AliaÄŸa,160
9273,Port of Altamira,160
9274,Port of Amsterdam,160
9275,Port of Antalya,160
9276,Port of Antwerp,160
9277,"Port of Apapa, Lagos",160
9278,Port of Balboa,160
9279,Port of Bandar-Abbas,160
9280,Port of Bandar-kohemini,160
9281,Port of Bangkok,160
9282,Port of Barcelona,160
9283,"Port of Barranquilla, Cartagena",160
9284,Port of Beirut,160
9285,Port of Bergen,160
9286,Port of Bremen/Bremerhaven,160
9287,Port of Brisbane,160
9288,Port of Busan,160
9289,Port of Cape Town,160
9290,Port of Centro,160
9291,Port of Chennai,160
9292,Port of Chittagong,160
9293,Port of Civitavecchia,160
9294,"Port of CristÃ³bal, ColÃ³n",160
9295,Port of Dalian,160
9296,Port of Djibouti,160
9297,Port of Dock Sud,160
9298,Port of Durres,160
9299,Port of East London,160
9300,Port of Eilat,160
9301,Port of Fukuyama,160
9302,"Port of Gemlik, Gemlik",160
9303,Port of Gioia Tauro,160
9304,Port of Gothenburg,160
9305,Port of Guangzhou,160
9306,Port of Haifa,160
9307,Port of Halifax,160
9308,Port of Hamina-Kotka,160
9309,Port of Hazira,160
9310,Port of Helsinki,160
9311,Port of Hiroshima,160
9312,"Port of Honolulu, Hawaii",160
9313,Port of Ilo,160
9314,Port of Incheon,160
9315,Port of Iquique,160
9316,Port of Jubail (King Fahad Industrial Port),160
9317,Port of Keelung,160
9318,Port of Khor Fakkan,160
9319,Port of Kobe,160
9320,Port of Kocaeli,160
9321,Port of Kochi,160
9322,Port of Kolkata (Syama Prasad Mookerjee Port),160
9323,Port of Koper,160
9324,Port of La Spezia,160
9325,Port of Laem Chabang,160
9326,Port of Las Palmas,160
9327,Port of Le Havre,160
9328,"Port of LeixÃµes, Porto",160
9329,Port of Lianyungang,160
9330,Port of Livorno/Leghorn,160
9331,Port of Luanda,160
9332,"Port of Makassar, Makassar",160
9333,Port of Manzanillo,160
9334,Port of Maputo,160
9335,Port of Mersin,160
9336,Port of Montevideo,160
9337,Port of Morelos,160
9338,Port of Muuga,160
9339,Port of Nagoya,160
9340,Port of Namibe,160
9341,Port of Nanaimo,160
9342,"Port of New Orleans, Louisiana",160
9343,Port of Nhava Sheva (Jawaharlal Nehru Port),160
9344,Port of Palermo,160
9345,Port of Pangaon,160
9346,Port of ParanaguÃ¡,160
9347,Port of Pipavav,160
9348,"Port of Piraeus, Athens",160
9349,Port of PloÄ?e,160
9350,Port of Prince Rupert,160
9351,Port of Richards Bay,160
9352,Port of Saint Petersburg,160
9353,Port of Salerno,160
9354,Port of Salvador,160
9355,Port of Samsun,160
9356,"Port of San Juan, Puerto Rico",160
9357,Port of Santa Fe,160
9358,"Port of Savannah, Georgia",160
9359,"Port of SetÃºbal, Setubal",160
9360,Port of Shanghai,160
9361,Port of Sharjah,160
9362,Port of Shenzhen,160
9363,Port of Split - Adriatic Gate Container Terminal,160
9364,Port of Suzhou,160
9365,"Port of Tanjung Perak, Surabaya",160
